"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"Ligilactobacillus salivarius",0.187294261129402,0.185494512770047,0.322724554283158,0.258042505333809,0.0236930536882373,0.331070651056439,0.431880014638077,0.846568746790713,0.026542728064134,0.0555911273152779,0.0481688899188472,0.819546834315455,NA,0.752809365808612,0.000856684280837739,0.859253009557654,0.811736876824738,0.432126175660677,0.268182478809819,0.811548889293207,0.40660581645261,0.442874917326872,0.252444469940431
"Clostridium gasigenes",0.592583101271893,0.636207675115294,0.505116252509446,0.887951148482648,2.24267750158786e-07,3.15302318795012e-05,0.0571076643017185,0.274598039375432,0.961046596396185,0.00275941980113948,0.530731491115567,0.196577234513893,NA,0.0989722482474725,0.578490699227921,0.487952938168563,0.371676150420662,0.60939582277364,0.0967620860974332,0.674146355987119,0.0888143860780718,0.694298123162872,0.00349303569247962
"Enterococcus cecorum",0.167958087758479,0.735603833743944,0.0459778095585357,0.000375704142202727,0.992889560772582,0.894420068788886,0.046517791131106,0.388607144338993,0.131868936992949,0.313196774135497,0.00515278871443273,0.6197330976175,NA,0.0455865612326856,0.46734270441523,0.034613996133194,0.785419732510144,0.693609149962596,0.0777706177488233,0.203040250846677,0.451046402148733,0.636481375681491,0.384078180802496
"Lawsonibacter asaccharolyticus",0.0353661053665983,0.336218627109559,0.221868419110735,0.0448334990911618,2.36056555519453e-07,7.1121524261118e-05,0.420878672188171,0.00367240160744341,0.281897322993268,0.00570384271198183,0.870290020232628,0.252899603715873,NA,1.26396476469253e-06,0.415714636208451,0.0459340926291791,0.870571719408313,0.913388069860235,0.428454866339505,0.173251975159733,0.0378565178821009,0.0569705086681632,0.178354135572574
"Clostridium sp. SY8519",0.121651988231315,0.0815121786039698,0.498893170273391,0.13043687113868,1.41202964190063e-11,7.50620797987675e-10,0.543360113823542,0.0555222474025836,0.00131318142596844,0.0157058732410699,0.879136438788691,1.94546878119539e-12,NA,0.000129734391345779,0.295684169946462,0.0619845075971107,0.674001322563894,0.3472813460269,0.16801058093815,0.65797507129733,0.0129369702351004,0.516253767851872,3.4438900130552e-05
"Akkermansia muciniphila",0.228776359000692,0.0017870923996669,0.00294285475112866,0.368489977934553,0.947577878557888,0.715358549258677,5.09510153261885e-06,0.0405285369896652,0.890003429945516,0.193672953456692,0.022096864674952,0.0545597281542111,NA,5.36475729714491e-07,0.880976619163091,0.00782252625559592,0.137949971830034,0.0165004381014667,2.448245803023e-05,0.805628938383218,9.80676271997448e-11,0.683779652331151,0.0681654219001169
"Pseudomonas putida",0.117787505798311,0.374238289569405,0.468754413789201,0.0930463620753469,7.63561988156624e-05,1.20756719891846e-05,0.406988073565357,0.0408487684786696,0.725270223379437,0.781592060026068,0.229035454527365,0.269345080227504,NA,0.306586269135768,0.394087408339741,0.328980405358914,0.677206841498821,0.689357260085102,0.241961475350867,0.604314008953101,0.0305337155561903,0.0125299421417321,0.138449137665888
"Qiania dongpingensis",0.0383568431224758,0.166247396033929,0.980726476529822,0.383748775291298,4.43902177880432e-09,1.02968746053784e-08,0.673621216182604,0.0238386589153986,0.0680941958046825,0.078356326117826,0.645365559956224,0.118944172486102,NA,0.00196295429300878,0.400363786742981,0.132936430388875,0.907766300857569,0.843218646414094,0.873876813843187,0.529002238136609,0.0753189283218861,0.161856707720579,0.253907714609335
"Cellulosilyticum sp. WCF-2",0.0644145232601797,0.43493641792935,0.651385405341685,0.788789400651629,1.67663610882349e-08,1.45375618127037e-07,0.316170549228764,0.0513628223398012,0.0850356498375627,0.0214039046305217,0.341276475168769,0.00548007502634892,NA,0.0446695655495793,0.30538828714156,0.411502275304778,0.483844129771946,0.61952878025226,0.0805649353164318,0.934261497134465,0.0420578451770113,0.870873104106426,0.227147804776653
"Gordonibacter pamelaeae",2.0246000425367e-07,0.950485223005022,0.0244797900777638,0.00168131423642034,2.1595387560047e-05,0.00448646633538244,0.258392154027301,0.000455565346913954,0.0670687645503565,0.00366325258811906,0.423903517596597,0.191281293232627,NA,4.32990069436979e-05,0.292948681799918,0.0927639843493026,0.157220297156388,0.000844566517948031,0.88735904601359,0.657998831902712,0.00122904978776103,0.661345149218023,0.0707531991110315
"Veillonella atypica",0.242665067195615,0.34734965492568,0.0772905238364326,0.889250808073817,0.0974960740023725,0.67004613951751,0.150395015939741,0.576245520821438,0.217553141041841,0.242954218150728,0.899050503382764,0.55544243787699,NA,0.0105118970601511,0.0723858990564648,0.708608666603981,0.937244302225309,0.0406532837088004,0.202172293368826,0.51812044820094,0.235035677772788,0.334108012571412,0.388780975555861
"Staphylococcus aureus",0.00895261257916674,0.653752377292698,0.0114884132921517,0.596046985584673,0.0837496549636515,0.175142603243854,0.313780555241663,0.134112221487412,0.120085779849649,0.218828065692354,0.0980417182243293,0.0386885422058951,NA,0.0423528383993246,0.200851921364896,0.0847665189130049,0.525705763012678,0.850357342215883,0.367476237198819,0.866137189196949,0.589921607353148,0.996118205649125,0.363644995922737
"Clostridium sp. C1",0.000240027421576033,0.177159974956527,0.887791309190985,0.581979139815999,4.96135110882796e-10,8.44894993372056e-09,0.623405229805534,0.000113122751955793,0.354846703037798,0.000615982076580183,0.0763813291354837,0.548792695736939,NA,4.04595905523705e-06,0.0887358027428434,0.0674730188830215,0.812216860258425,0.814561025867651,0.435763601313514,0.891506830593408,0.0359876040323591,0.249803624239054,0.0972729562994432
"Weizmannia coagulans",0.0605085474040299,0.478699605618359,0.0580858000755628,0.93704160588297,0.000112131311341108,0.000849365095303257,0.637053192853228,0.180548608348518,0.0817268111606641,0.0579939409920389,0.0435820727695178,0.011336036776738,NA,0.664112597665397,8.1266038793032e-05,0.568081749132214,0.522214166812003,0.622538726020123,0.944702050652305,0.821081642201081,0.0239419234022412,0.104702273565754,0.21854273525824
"Emergencia timonensis",0.0835347129317736,0.152513720151091,0.190786064419259,0.0462253461946557,5.09152178664281e-08,2.56688019960978e-07,0.347988929239762,0.0134616689263638,0.0880381112715201,0.161761545944077,0.774126710736192,0.356002965676515,NA,0.000357706934131538,0.206354327140865,0.0896978821069084,0.342196971239692,0.671177081241615,0.0439585822399519,0.359354050831885,0.00485240238444306,0.931675538949236,0.31322066766221
